SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
293787,A2VNWJU49OOVFC,3OB0CAO74IBJMMJS4VMCNCIAF47YHN,2360,5/11/2021 1:22:47 PM,5/11/2021 2:02:07 PM,Approved,1.00,8.11,0.100000,,,Male,100.00%,
293787,AOS2PVHT2HYTL,3LOTDFNYA8LVJLXMU4GOZULHOHUWFO,2286,5/11/2021 1:24:41 PM,5/11/2021 2:02:47 PM,Approved,1.00,8.28,0.100000,,,Female,100.00%,
293787,ACKG8OU1KHKO2,34QN5IT0T0DTWGMETJHXI7VR08380I,3154,5/11/2021 1:22:01 PM,5/11/2021 2:14:35 PM,Approved,1.00,9.00,0.100000,,,Male,100.00%,
293787,A3RHJEMZ4EGY2U,3R3YRB5GRGPNVQR9OOFV35PT6L7AUR,3289,5/11/2021 1:22:38 PM,5/11/2021 2:17:27 PM,Approved,1.00,7.42,0.100000,,,Female,100.00%,
293787,A1Q56N80RJLQ7S,3IOEN3P9S856ZRO8WNOZCYIAZ5J16S,3585,5/11/2021 1:22:01 PM,5/11/2021 2:21:46 PM,Approved,1.00,7.39,0.100000,,,Male,100.00%,
293787,A2PIFMM4Q2I9ZS,33C7UALJVMKT357WP2LXWCE150981L,5716,5/11/2021 1:22:01 PM,5/11/2021 2:57:17 PM,Approved,1.00,7.44,0.100000,,,Female,100.00%,
293787,AQXEQDTAU4MJ4,3SBEHTYCWOPJIHUCAD4XNOJPFHMYIG,7528,5/11/2021 1:22:01 PM,5/11/2021 3:27:29 PM,Approved,1.00,7.56,0.100000,,,Female,100.00%,
293787,A10JXOU89D5RXR,3C44YUNSI2B81SMPRC73J0A0J7FDP3,5911,5/11/2021 1:51:07 PM,5/11/2021 3:29:38 PM,Approved,1.00,10.86,0.100000,,,Female,100.00%,
293787,A1I72NHC21347A,3XLBSAQ9Z5YMYNNLN82JA62I7VG7ZM,17648,5/11/2021 1:22:00 PM,5/11/2021 6:16:08 PM,Approved,1.00,9.86,0.100000,,,Female,100.00%,
293787,A3V2XCDF45VN9X,3IOEN3P9S856ZRO8WNOZCYIAZ5J61X,18033,5/11/2021 1:22:01 PM,5/11/2021 6:22:34 PM,Approved,1.00,8.11,0.100000,,,Male,100.00%,
293787,A2APG8MSLJ6G2K,3570Y55XZQ55MQOHKP4U2C6904UYGO,18979,5/11/2021 1:22:01 PM,5/11/2021 6:38:20 PM,Approved,1.00,8.00,0.100000,,,Female,100.00%,
293787,A33LYSCQQU1YDJ,3PJ71Z61R5OTHAQ6UURBW89CP6R193,22166,5/11/2021 1:22:01 PM,5/11/2021 7:31:27 PM,Approved,1.00,10.03,0.100000,,,,,
293787,AOOLS8280CL0Z,3EF8EXOTT2HINM3FG6IOL2NFLC4J1J,10090,5/11/2021 7:04:42 PM,5/11/2021 9:52:52 PM,Approved,1.00,8.47,0.100000,,,Female,100.00%,
293787,A30RAYNDOWQ61S,31Q0U3WYDQ1P3R2DFXTRICI6UG317R,124236,5/11/2021 1:22:01 PM,5/12/2021 11:52:37 PM,Approved,1.00,8.67,0.100000,,,Male,100.00%,
293787,A2R75YFKVALBXE,3DPNQGW4LM1NRQLRJ571AWPDBPT64A,2676,5/13/2021 1:22:57 PM,5/13/2021 2:07:33 PM,Approved,1.00,8.89,0.100000,,,Male,100.00%,
293787,A2XQ3CFB5HT2ZQ,3M81GAB8A150M7PKDTVMOFCALQAQB1,3434,5/13/2021 1:22:55 PM,5/13/2021 2:20:09 PM,Approved,1.00,8.94,0.100000,,,Female,100.00%,
293787,ACAJFF4MF5S5X,33C7UALJVMKT357WP2LXWCE150918E,141872,5/12/2021 12:48:12 PM,5/14/2021 4:12:44 AM,Approved,1.00,9.61,0.100000,,,,,
293787,A2SKXKH9YXZYRI,3VNXK88KKD493M6418B03WGSEEFV9B,146254,5/12/2021 11:49:40 AM,5/14/2021 4:27:14 AM,Approved,1.00,13.72,0.100000,,,Male,100.00%,
293787,AC8ETQXPDRR6P,3PWWM24LHTK0SQPS86LB1VO6X6N822,169933,5/12/2021 8:41:31 PM,5/14/2021 7:53:44 PM,Approved,1.00,8.28,0.100000,,,Female,100.00%,
293787,ANK8K5WTHJ61C,3PMBY0YE28PD4D04ARGVD4S3TB6C98,139063,5/13/2021 1:16:35 PM,5/15/2021 3:54:18 AM,Approved,1.00,7.61,0.100000,,,,,
293786,A1FVXS8IM5QYO8,32Q90QCQ1T7CI739AFDFT16MPIUKE4,2133,5/13/2021 7:16:21 PM,5/13/2021 7:51:54 PM,Approved,1.00,8.17,0.100000,,,Female,100.00%,
293786,ADVJB810K4OYR,3JC6VJ2SAC56AB1UNN7NVTXD7D1A5E,5907,5/13/2021 7:15:56 PM,5/13/2021 8:54:23 PM,Approved,1.00,7.67,0.100000,,,Male,100.00%,
293786,A12FTSX85NQ8N9,3BWI6RSP7HVONSWPRLO6PW10JYU7EL,7610,5/13/2021 7:15:58 PM,5/13/2021 9:22:48 PM,Approved,1.00,10.86,0.100000,,,Male,100.00%,
293786,AUAN582MLI96N,3KMS4QQVK3C4OL355QXLBJRM1J9KFM,7092,5/13/2021 7:38:41 PM,5/13/2021 9:36:53 PM,Approved,1.00,7.28,0.100000,,,Male,100.00%,
293786,AFK9ALQK5GPNG,3RKNTXVS3NKOESXU9IODQ1RZ7H6A49,16587,5/13/2021 7:16:27 PM,5/13/2021 11:52:54 PM,Approved,1.00,10.03,0.100000,,,Male,100.00%,
293786,A3KH1OG87C8DCM,3DHE4R9OCXXFL5VAR4XZT854LYN2GH,11401,5/13/2021 10:01:10 PM,5/14/2021 1:11:11 AM,Approved,1.00,11.39,0.100000,,,Female,100.00%,
293786,A98E8M4QLI9RS,3L4D84MIL0ETRXOTIVL9DP3M29MHJI,66263,5/13/2021 7:16:32 PM,5/14/2021 1:40:55 PM,Approved,1.00,10.72,0.100000,,,Female,100.00%,
293786,A324VBRLXHG5IB,3W92K5RLWV3Q2Z4SYIYJRGBQSPC5VO,2079,5/14/2021 4:31:55 PM,5/14/2021 5:06:34 PM,Approved,1.00,8.94,0.100000,,,Female,100.00%,
293786,A2CEHL1T8C927W,3G5W44VEU84A2LZ0GA33T4RY2Y9KGL,5204,5/14/2021 4:01:05 PM,5/14/2021 5:27:49 PM,Approved,1.00,7.61,0.100000,,,Female,100.00%,
293786,A2FYFCD16Z3PCC,3HFNH7HEMI0WDOXVTFN0PQ37159GQJ,50955,5/14/2021 5:02:22 AM,5/14/2021 7:11:37 PM,Approved,1.00,10.61,0.100000,,,Male,100.00%,
293786,AW0MG225VXWCN,3VFJCI1K40LWPPCV6UC0UGDCXSJGRU,8792,5/14/2021 5:46:02 PM,5/14/2021 8:12:34 PM,Approved,1.00,10.36,0.100000,,,,,
293786,AOIR8V07FYMH5,37XITHEISXVJ8DWQ48GH4PSXZYBCRW,132810,5/13/2021 7:16:27 PM,5/15/2021 8:09:57 AM,Approved,1.00,9.75,0.100000,,,,,
293786,APGX2WZ59OWDN,32SVAV9L3GV3WWEQ94JUGWZTTHAA3O,157858,5/13/2021 7:15:55 PM,5/15/2021 3:06:53 PM,Approved,1.00,10.36,0.100000,,,Female,100.00%,
293786,A2Y87M8V0N1M6P,39ASUFLU6YTI272G9YS4JVEOLR9EXN,172380,5/13/2021 7:15:57 PM,5/15/2021 7:08:57 PM,Approved,1.00,7.75,0.100000,,,Female,100.00%,
293786,A3FNC8ELMK8YJA,38BQUHLA9XMTKMG1P5TRDQS4JUZOMW,2526,5/15/2021 8:32:13 PM,5/15/2021 9:14:19 PM,Approved,1.00,8.53,0.100000,,,Female,100.00%,
293786,A198MSVO1VTAT5,3SNVL38CI5EXL9JVEO7K3D6J5BLCKI,2862,5/15/2021 8:31:11 PM,5/15/2021 9:18:53 PM,Approved,1.00,7.39,0.100000,,,Female,100.00%,
293786,A3KF6O09H04SP7,3HVVDCPGTFE9RVAN4P311VLYRCUYTI,9995,5/15/2021 8:31:11 PM,5/15/2021 11:17:46 PM,Approved,1.00,10.81,0.100000,,,Male,100.00%,
293786,A3JI3B5GTVA95F,3T111IHZ5FCHAFPNSO6Q2ZRPUICR99,20588,5/15/2021 8:35:05 PM,5/16/2021 2:18:13 AM,Approved,1.00,10.75,0.100000,,,Male,100.00%,
