SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
296742,A3I11HUO6VH8KY,3P59JYT76M6JQAHGB4W6SRKTDLXT27,2208,6/1/2021 1:38:57 PM,6/1/2021 2:15:45 PM,Approved,7.00,5.41,0.700000,,,Male,100.00 %,
296742,A1NZFJHVJ9CNTO,3X65QVEQI1985F1DZOJLIDJYVZOLC5,2191,6/1/2021 1:40:52 PM,6/1/2021 2:17:23 PM,Approved,7.00,5.06,0.700000,,,Male,100.00 %,
296742,A1ROEDVMTO9Y3X,3JMSRU9HQJGQYIXL9JRMVAH3793VER,4089,6/1/2021 1:38:56 PM,6/1/2021 2:47:05 PM,Approved,7.00,5.09,0.700000,,,Female,100.00 %,
296742,A248QG4DPULP46,36ZN444YTSK7O3QA4QVZLXLN39DIOL,4883,6/1/2021 1:38:57 PM,6/1/2021 3:00:20 PM,Approved,7.00,5.46,0.700000,,,Female,100.00 %,
296742,AD75IYA9OIIQF,3V0Z7YWSIZMY32L5GZWLT98EA6E2VX,2622,6/1/2021 2:33:46 PM,6/1/2021 3:17:28 PM,Approved,7.00,6.91,0.700000,,,Male,100.00 %,
296742,A11CY37O9P73HW,3LRKMWOKB63FCMQFHWLOEFLAYHK2ZX,6265,6/1/2021 1:38:56 PM,6/1/2021 3:23:21 PM,Approved,7.00,4.72,0.700000,,,Female,100.00 %,
296742,A2C84POENS2UNY,3QHK8ZVMIN4PVA97LONQ7TDGDEOLBY,14564,6/1/2021 1:38:57 PM,6/1/2021 5:41:41 PM,Approved,7.00,5.56,0.700000,,,,,
296742,A16G6PPH1INQL8,3F6HPJW4JEMBIRLA691HFBRSHFG2W7,15456,6/1/2021 1:38:56 PM,6/1/2021 5:56:32 PM,Approved,7.00,6.15,0.700000,,,Female,100.00 %,
296742,A12FCLCVIM2CL3,336KAV9KYREF7WGALAJ508C8SNG2Y6,12222,6/1/2021 2:56:41 PM,6/1/2021 6:20:23 PM,Approved,7.00,7.26,0.700000,,,Male,100.00 %,
296742,AFK9ALQK5GPNG,317HQ483I8EP6IQY3BVM68LIDZ8IN6,17067,6/1/2021 3:44:31 PM,6/1/2021 8:28:58 PM,Approved,7.00,5.17,0.700000,,,Male,100.00 %,
296742,A2MX0EF342FY3P,3QRYMNZ7FZ3FFW69XNUQKFNROGONTS,25705,6/1/2021 1:38:56 PM,6/1/2021 8:47:21 PM,Approved,7.00,5.76,0.700000,,,Male,100.00 %,
296742,A1V1JNPU0KOA3X,31IBVUNM9TLI4WXH4UBSDS23JAIVF9,40780,6/1/2021 1:55:43 PM,6/2/2021 1:15:23 AM,Approved,7.00,7.33,0.700000,,,Male,100.00 %,
296742,AR8O1107OAW4V,3R2PKQ87NXUJO05YRAGMTTWI89YIM6,126625,6/1/2021 1:39:17 PM,6/3/2021 12:49:42 AM,Approved,7.00,7.26,0.700000,,,Male,100.00 %,
296742,A272X64FOZFYLB,3WS1NTTKEZY2BVW11XN3SZCDPE60FN,133497,6/1/2021 1:55:43 PM,6/3/2021 3:00:40 AM,Approved,7.00,7.07,0.700000,,,Male,100.00 %,
296742,A8C3WNWRBWUXO,3P59JYT76M6JQAHGB4W6SRKTDSQ2TN,4341,6/3/2021 1:40:05 PM,6/3/2021 2:52:26 PM,Approved,7.00,5.70,0.700000,,,Male,100.00 %,
296742,A3T1KRG2ENHASZ,34J10VATJGKA9F3QJ3N3A2GNIAVIQT,12009,6/3/2021 1:39:32 PM,6/3/2021 4:59:41 PM,Approved,7.00,5.61,0.700000,,,Female,100.00 %,
296742,AKSJ3C5O3V9RB,3KGTPGBS6Y7YQNW5B9MGXN6VWZ52U8,230683,6/1/2021 1:40:08 PM,6/4/2021 5:44:51 AM,Approved,7.00,6.30,0.700000,,,Female,100.00 %,
296742,AVFMTS8A5R4XK,3WJ1OXY92B2PXTKWLLEQ7D74B3XA8D,116240,6/3/2021 1:45:02 PM,6/4/2021 10:02:22 PM,Approved,7.00,5.09,0.700000,,,Female,100.00 %,
296742,A2NT3OQZUUZPEO,3S06PH7KSSQ5K03N6AWDI4S2I0L1DJ,137556,6/3/2021 1:13:57 PM,6/5/2021 3:26:33 AM,Approved,7.00,5.69,0.700000,,,,,
296742,A3LVLZS8S41ZD7,3QECW5O0KINBP703TNY4QYN5XVOT58,154116,6/3/2021 2:58:42 PM,6/5/2021 9:47:18 AM,Approved,7.00,6.93,0.700000,,,,,
