SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
294904,A2JDYN6QM8M5UN,37M28K1J0RZEHAGFCPBHW3GIQNJAJ6,2107,5/17/2021 5:02:11 PM,5/17/2021 5:37:18 PM,Approved,7.00,7.17,0.700000,,,Male,100.00 %,
294904,ABW8U1U74P8MI,3NGMS9VZTM4T8ZBR4F6OV6ZHUWFFFL,2228,5/17/2021 5:02:22 PM,5/17/2021 5:39:30 PM,Approved,7.00,5.57,0.700000,,,Male,100.00 %,
294904,ALEE1QD4TW9G4,3K4J6M3CXFF4Q8QE4JQEZQO2YV2AG2,2953,5/17/2021 5:02:06 PM,5/17/2021 5:51:19 PM,Approved,7.00,6.94,0.700000,,,,,
294904,A1JJYY622DGE5L,35K3O9HUACZ12LBV94MIDOEHIV0FE3,2968,5/17/2021 5:02:07 PM,5/17/2021 5:51:35 PM,Approved,7.00,6.13,0.700000,,,Female,100.00 %,
294904,A32JEH06T23HDF,3LRLIPTPERV9SUMXUABTXIGV5CJAK5,3169,5/17/2021 5:02:09 PM,5/17/2021 5:54:58 PM,Approved,7.00,5.24,0.700000,,,Female,100.00 %,
294904,A37OUZOGQKGMW0,3ERMJ6L4DZEMZGO28JCP2469T987MG,3574,5/17/2021 5:02:09 PM,5/17/2021 6:01:43 PM,Approved,7.00,5.26,0.700000,,,Female,100.00 %,
294904,A12FTSX85NQ8N9,358UUM7WR0PDWW1UDR86O30JZW77R4,3687,5/17/2021 5:02:09 PM,5/17/2021 6:03:36 PM,Approved,7.00,6.56,0.700000,,,Male,100.00 %,
294904,A3KF6O09H04SP7,3RGU30DZTBUFJBP49S1M5UBIK48MJ2,3873,5/17/2021 5:02:07 PM,5/17/2021 6:06:40 PM,Approved,7.00,7.07,0.700000,,,Male,100.00 %,
294904,A3S3WYVCVWW8IZ,3R8YZBNQ9I4DKVMU0CJ6JDQE3A57Q3,3989,5/17/2021 5:02:08 PM,5/17/2021 6:08:37 PM,Approved,7.00,6.50,0.700000,,,Male,100.00 %,
294904,A2YHF0DPCO832L,3TXD01ZLD538T1BSFN54Q23TFTL4UL,4160,5/17/2021 5:02:06 PM,5/17/2021 6:11:26 PM,Approved,7.00,6.67,0.700000,,,Male,100.00 %,
294904,AOOLS8280CL0Z,378XPAWRUDZIMZW9U7QHK21ID8UAIU,4585,5/17/2021 5:02:06 PM,5/17/2021 6:18:31 PM,Approved,7.00,5.46,0.700000,,,Female,100.00 %,
294904,A2NHFSO7GMM8QR,3ON104KXQLILL50XANK58QOQ09W4WK,6079,5/17/2021 5:02:13 PM,5/17/2021 6:43:32 PM,Approved,7.00,8.20,0.700000,,,Female,91.67 %,
294904,A2ONILC0LZKG6Y,37TD41K0AIVV9SW3JXGMUZXTM9HCSQ,3775,5/17/2021 5:43:11 PM,5/17/2021 6:46:06 PM,Approved,7.00,6.93,0.700000,,,Female,100.00 %,
294904,AUQ79MANVDU9B,3TXMY6UCAFAJWCHQRTRHZZIS4LWCQ1,4545,5/17/2021 5:35:12 PM,5/17/2021 6:50:57 PM,Approved,7.00,6.11,0.700000,,,Male,100.00 %,
294904,A2APG8MSLJ6G2K,3Z7EFSHGNA0359I2D7M9T7EL1OJCXY,7079,5/17/2021 5:02:08 PM,5/17/2021 7:00:07 PM,Approved,7.00,5.30,0.700000,,,Female,100.00 %,
294904,A2LAMCJLVCRQ4T,3OLF68YTNANYC8UJTZKWH5OQXG2AF3,5946,5/17/2021 5:25:57 PM,5/17/2021 7:05:03 PM,Approved,7.00,6.50,0.700000,,,,,
294904,A2WPKP73S4MBLK,3OS4RQUCRA13VIZBZDKSCG8WFYNFB3,8655,5/17/2021 5:02:06 PM,5/17/2021 7:26:21 PM,Approved,7.00,6.87,0.700000,,,Male,100.00 %,
294904,AJRY9ALX8069Y,32Q90QCQ1T7CI739AFDFT16MQRHKEA,10444,5/17/2021 5:02:34 PM,5/17/2021 7:56:38 PM,Approved,7.00,5.41,0.700000,,,Female,100.00 %,
294904,A1W7I6FN183I8F,3TEM0PF1Q6J5DBI5ARSD4Z9SCHAD04,7806,5/17/2021 6:00:30 PM,5/17/2021 8:10:36 PM,Approved,7.00,6.91,0.700000,,,Male,100.00 %,
294904,A3FGT6EU39C6S4,3OWEPKL08AYSHY92KKRPFJV9YZI7NG,12441,5/17/2021 5:02:39 PM,5/17/2021 8:30:00 PM,Approved,7.00,6.96,0.700000,,,Male,100.00 %,
294904,A2FGKKWP33DFWS,3K2755HG5TPWAFXVD9BY76WWIJZFDA,13753,5/17/2021 5:02:08 PM,5/17/2021 8:51:21 PM,Approved,7.00,5.11,0.700000,,,Male,100.00 %,
294904,A2F1AA15HG0FRU,3TESA3PJ32W5KJVPCPEELM3ZOY3MM6,13092,5/17/2021 5:24:15 PM,5/17/2021 9:02:27 PM,Approved,7.00,7.20,0.700000,,,Male,100.00 %,
294904,A198MSVO1VTAT5,3A4NIXBJ77LLE1D4CDDZL9OAOTDML4,15546,5/17/2021 5:02:07 PM,5/17/2021 9:21:13 PM,Approved,7.00,5.28,0.700000,,,Female,100.00 %,
294904,A6HDSE80LQPR8,392CY0QWG2D3KAGSL6GQ7ZFILYYI4R,17300,5/17/2021 5:03:56 PM,5/17/2021 9:52:16 PM,Approved,7.00,5.06,0.700000,,,Male,100.00 %,
294904,A3V2XCDF45VN9X,3FE7TXL1LJ96YUPOU02BNM96SUJ2QI,19584,5/17/2021 5:02:06 PM,5/17/2021 10:28:30 PM,Approved,7.00,5.07,0.700000,,,Male,100.00 %,
294904,A2BNOEYZ3VRW2R,3SNVL38CI5EXL9JVEO7K3D6J5F4KCH,19766,5/17/2021 5:02:28 PM,5/17/2021 10:31:54 PM,Approved,7.00,6.07,0.700000,,,Female,100.00 %,
294904,A9MJVJAMLCDMV,3V0Z7YWSIZMY32L5GZWLT98E9MY2VC,5447,5/17/2021 9:22:20 PM,5/17/2021 10:53:07 PM,Approved,7.00,5.59,0.700000,,,Male,100.00 %,
294904,A2NAKIXS3DVGAA,3LYA37P8IR9EB4RP0OBPST01NU4KBA,22261,5/17/2021 5:02:06 PM,5/17/2021 11:13:07 PM,Approved,7.00,7.31,0.700000,,,Male,100.00 %,
294904,A2R9OK4M877ZCC,38BQUHLA9XMTKMG1P5TRDQS4JYIMOL,27338,5/17/2021 5:28:31 PM,5/18/2021 1:04:09 AM,Approved,7.00,5.31,0.700000,,,Male,100.00 %,
